| table_name                         | column_name                | data_type                   | description                                                                                                                                                                                                    | constraint_type | key_name                                                | key_column                | foreign_table                      | foreign_column            |
| dim_tag_ingredient                 | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_ingredient                 | created_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_ingredient                 | ingredient_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_tag_ingredient_ingredient_uuid_fkey                 | ingredient_uuid           | dim_ingredient_restaurant          | ingredient_uuid           |
| dim_tag_ingredient                 | tag_uuid                   | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_tag_ingredient_tag_uuid_fkey                        | tag_uuid                  | dim_tag                            | tag_uuid                  |
| dim_tag_ingredient                 | updated_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_ingredient                 | updated_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_ingredient                 | uuid                       | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_tag_ingredient_pkey                                 | uuid                      | dim_tag_ingredient                 | uuid                      |
| dim_tag_product                    | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_product                    | created_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_product                    | product_uuid               | uuid                        |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_product                    | tag_uuid                   | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_tag_product_tag_uuid_fkey                           | tag_uuid                  | dim_tag                            | tag_uuid                  |
| dim_tag_product                    | updated_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_product                    | updated_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_tag_product                    | uuid                       | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_tag_product_pkey                                    | uuid                      | dim_tag_product                    | uuid                      |
| dim_ticket                         | created_at                 | timestamp without time zone | Time of creation                                                                                                                                                                                               |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | currency                   | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | date                       | character varying           | Time of when the transaction occured                                                                                                                                                                           |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | detail                     | json                        | Detail of the transaction (recipes_uuid, recipe_name, quantity)                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | gross                      | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | n_people                   | integer                     | Number of people on this transaction                                                                                                                                                                           |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | net                        | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | price                      | double precision            | Price of the transaction                                                                                                                                                                                       |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | UNIQUE          | unique_ticket_id_restaurant_uuid                        | restaurant_uuid           | dim_ticket                         | restaurant_uuid           |
| dim_ticket                         | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | UNIQUE          | unique_ticket_id_restaurant_uuid                        | restaurant_uuid           | dim_ticket                         | ticket_id                 |
| dim_ticket                         | restaurant_uuid            | uuid                        | UUID of the restaurant                                                                                                                                                                                         | FOREIGN KEY     | public_dim_ticket_restaurant_uuid_fkey                  | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_ticket                         | tax                        | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket                         | ticket_id                  | character varying           | ID of the ticket (from the POS, external API)                                                                                                                                                                  | UNIQUE          | unique_ticket_id_restaurant_uuid                        | ticket_id                 | dim_ticket                         | restaurant_uuid           |
| dim_ticket                         | ticket_id                  | character varying           | ID of the ticket (from the POS, external API)                                                                                                                                                                  | UNIQUE          | unique_ticket_id_restaurant_uuid                        | ticket_id                 | dim_ticket                         | ticket_id                 |
| dim_ticket                         | ticket_uuid                | uuid                        | UUID of the ticket                                                                                                                                                                                             | PRIMARY KEY     | dim_ticket_pkey                                         | ticket_uuid               | dim_ticket                         | ticket_uuid               |
| dim_ticket                         | tips                       | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | currency                   | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | discount                   | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | gross                      | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | modifier_uuid              | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | public_dim_ticket_product_modifier_uuid_fkey            | modifier_uuid             | dim_modifier                       | modifier_uuid             |
| dim_ticket_product                 | name                       | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | net                        | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | price                      | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | product_uuid               | uuid                        |                                                                                                                                                                                                                | UNIQUE          | unique_product_uuid_ticket_uuid                         | product_uuid              | dim_ticket_product                 | product_uuid              |
| dim_ticket_product                 | product_uuid               | uuid                        |                                                                                                                                                                                                                | UNIQUE          | unique_product_uuid_ticket_uuid                         | product_uuid              | dim_ticket_product                 | ticket_uuid               |
| dim_ticket_product                 | product_uuid               | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | public_dim_ticket_product_product_uuid_fkey             | product_uuid              | dim_recipe                         | recipe_uuid               |
| dim_ticket_product                 | promotion                  | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | quantity                   | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | restaurant_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_ticket_product_restaurant_uuid_fkey                 | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_ticket_product                 | tax                        | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product                 | ticket_uuid                | uuid                        |                                                                                                                                                                                                                | UNIQUE          | unique_product_uuid_ticket_uuid                         | ticket_uuid               | dim_ticket_product                 | product_uuid              |
| dim_ticket_product                 | ticket_uuid                | uuid                        |                                                                                                                                                                                                                | UNIQUE          | unique_product_uuid_ticket_uuid                         | ticket_uuid               | dim_ticket_product                 | ticket_uuid               |
| dim_ticket_product                 | ticket_uuid                | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_ticket_product_ticket_uuid_fkey                     | ticket_uuid               | dim_ticket                         | ticket_uuid               |
| dim_ticket_product                 | uuid                       | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_ticket_product_pkey                                 | uuid                      | dim_ticket_product                 | uuid                      |
| dim_ticket_product_modifier        | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product_modifier        | currency                   | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product_modifier        | modifier_uuid              | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | public_dim_ticket_product_modifier_modifier_uuid_fkey   | modifier_uuid             | dim_modifier                       | modifier_uuid             |
| dim_ticket_product_modifier        | price                      | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product_modifier        | product_uuid               | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | public_dim_ticket_product_modifier_product_uuid_fkey    | product_uuid              | dim_recipe                         | recipe_uuid               |
| dim_ticket_product_modifier        | quantity                   | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_ticket_product_modifier        | restaurant_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_ticket_product_modifier_restaurant_uuid_fkey        | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_ticket_product_modifier        | ticket_uuid                | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_ticket_product_modifier_ticket_uuid_fkey            | ticket_uuid               | dim_ticket                         | ticket_uuid               |
| dim_ticket_product_modifier        | uuid                       | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_ticket_product_modifier_pkey                        | uuid                      | dim_ticket_product_modifier        | uuid                      |
| dim_toggle_commands                | command_name               | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_toggle_commands                | command_uuid               | uuid                        |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_toggle_commands                | entity_type                | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_toggle_commands                | restaurant_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | public_dim_toggle_commands_restaurant_uuid_fkey         | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_toggle_commands                | shortcut                   | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_toggle_commands                | supplier_uuid              | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | public_dim_toggle_commands_supplier_uuid_fkey           | supplier_uuid             | dim_supplier                       | supplier_uuid             |
| dim_transaction_integration        | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transaction_integration        | created_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transaction_integration        | integration_token_uuid     | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transaction_integration_integration_token_uuid_fkey | integration_token_uuid    | dim_integration_tokens             | integration_token_uuid    |
| dim_transaction_integration        | restaurant_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transaction_integration_restaurant_uuid_fkey        | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_transaction_integration        | transaction_integration_id | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transaction_integration        | transaction_uuid           | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transaction_integration_transaction_uuid_fkey       | transaction_uuid          | dim_ticket                         | ticket_uuid               |
| dim_transaction_integration        | updated_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transaction_integration        | updated_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transaction_integration        | uuid                       | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_transaction_integration_pkey                        | uuid                      | dim_transaction_integration        | uuid                      |
| dim_transfer_stock                 | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transfer_stock                 | event_uuid                 | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_transfer_stock_pkey                                 | event_uuid                | dim_transfer_stock                 | event_uuid                |
| dim_transfer_stock                 | from_ingredient_uuid       | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transfer_stock_from_ingredient_uuid_fkey            | from_ingredient_uuid      | dim_ingredient_restaurant          | ingredient_uuid           |
| dim_transfer_stock                 | from_restaurant_uuid       | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transfer_stock_from_restaurant_uuid_fkey            | from_restaurant_uuid      | dim_restaurant                     | restaurant_uuid           |
| dim_transfer_stock                 | group_uuid                 | uuid                        |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transfer_stock                 | quantity                   | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transfer_stock                 | to_ingredient_uuid         | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transfer_stock_to_ingredient_uuid_fkey              | to_ingredient_uuid        | dim_ingredient_restaurant          | ingredient_uuid           |
| dim_transfer_stock                 | to_restaurant_uuid         | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transfer_stock_to_restaurant_uuid_fkey              | to_restaurant_uuid        | dim_restaurant                     | restaurant_uuid           |
| dim_transfer_stock                 | transfer_number            | text                        |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transfer_stock                 | unit                       | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_transfer_stock                 | user_uuid                  | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_transfer_stock_user_uuid_fkey                       | user_uuid                 | dim_user                           | user_uuid                 |
| dim_unit                           | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_unit                           | restaurant_uuid            | uuid                        |                                                                                                                                                                                                                | FOREIGN KEY     | dim_unit_restaurant_uuid_fkey                           | restaurant_uuid           | dim_restaurant                     | restaurant_uuid           |
| dim_unit                           | unit_name                  | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_unit                           | unit_type                  | character varying           |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_unit                           | unit_uuid                  | uuid                        |                                                                                                                                                                                                                | PRIMARY KEY     | dim_unit_pkey                                           | unit_uuid                 | dim_unit                           | unit_uuid                 |
| dim_unit_conversion                | conversion_factor          | double precision            |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_unit_conversion                | created_at                 | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_unit_conversion                | created_at_utc             | timestamp without time zone |                                                                                                                                                                                                                |                 |                                                         |                           |                                    |                           |
| dim_unit_conversion                | from_unit_uuid             | uuid                        |                                                                                                                                                                                                                | UNIQUE          | unique_unit_conversion_combination                      | from_unit_uuid            | dim_unit_conversion                | from_unit_uuid            |
| dim_unit_conversion                | from_unit_uuid             | uuid                        |                                                                                                                                                                                                                | UNIQUE          | unique_unit_conversion_combination                      | from_unit_uuid            | dim_unit_conversion                | to_unit_uuid              |
| dim_unit_conversion                | from_unit_uuid             | uuid                        |                                                                                                                                                                                                                | UNIQUE          | unique_unit_conversion_combination                      | from_unit_uuid            | dim_unit_conversion                | ingredient_uuid           |
